
Predictions were generated on 17-Jan-2026 at 06:32:31 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
    0.7500	  1.083320379E+000	 -1.595941782E-001	  0.000000000E+000	  0.000000000E+000	  8.775000000E+001	  1.950000000E+001	  1.891500000E+003	 -1.141820382E-002	  2.731111832E-003	  0.000000000E+000	  1.029795456E+001	  5.190620728E+002	  1.030338516E+002	 -1.170441532E+001	  1.612011719E+003	  3.463530273E+002	  3.023645020E+003	  1.469367266E+000	  1.049278809E+003	 -5.365335846E+001	  8.997232819E+001	 -1.904108524E+000	  2.249489594E+001	 -1.096421051E+001	  9.981156616E+002	 -1.051715317E+002	 -1.341250610E+002	 -3.281496429E+001	  2.842723846E+001	 -1.096450043E+001	 -1.342637329E+003	 -2.215352051E+003	 -1.341498108E+002
    0.7563	  1.072452664E+000	 -1.577239037E-001	  0.000000000E+000	  0.000000000E+000	  8.848124695E+001	  1.950000000E+001	  1.891500000E+003	 -1.096562762E-002	  2.672854345E-003	  0.000000000E+000	  8.113219261E+000	  5.135230103E+002	  1.018426285E+002	 -1.132090092E+001	  1.611883301E+003	  3.335557861E+002	  2.985658691E+003	  1.516363740E+000	  1.014075928E+003	 -5.376602554E+001	  9.350798798E+001	 -1.648393989E+000	  2.178993034E+001	 -1.053975487E+001	  9.642675781E+002	 -1.071298523E+002	 -1.326416168E+002	 -3.139714432E+001	  2.752274704E+001	 -1.053928566E+001	 -1.302280518E+003	 -2.121852539E+003	 -1.326646576E+002
    0.7625	  1.061449766E+000	 -1.557844430E-001	  0.000000000E+000	  0.000000000E+000	  8.921248627E+001	  1.950000000E+001	  1.891500000E+003	 -1.050087158E-002	  2.612267388E-003	  0.000000000E+000	  5.705165386E+000	  5.079111328E+002	  1.005704041E+002	 -1.090373993E+001	  1.611766602E+003	  3.196546936E+002	  2.945499268E+003	  1.568353653E+000	  9.755960693E+002	 -5.378376389E+001	  9.696761322E+001	 -1.410851359E+000	  2.102404594E+001	 -1.008760357E+001	  9.272719116E+002	 -1.090063858E+002	 -1.308811951E+002	 -2.992785072E+001	  2.654118729E+001	 -1.008638477E+001	 -1.258727539E+003	 -2.025485596E+003	 -1.309022980E+002
    0.7688	  1.050306916E+000	 -1.537788510E-001	  0.000000000E+000	  0.000000000E+000	  8.994374847E+001	  1.950000000E+001	  1.891500000E+003	 -1.002444047E-002	  2.549439203E-003	  0.000000000E+000	  3.088763952E+000	  5.022247925E+002	  9.922224426E+001	 -1.045492077E+001	  1.611661377E+003	  3.047181091E+002	  2.903297852E+003	  1.624559999E+000	  9.340344238E+002	 -5.369751740E+001	  1.003367310E+002	 -1.190425634E+000	  2.020076942E+001	 -9.609167099E+000	  8.873176270E+002	 -1.107867355E+002	 -1.288458710E+002	 -2.841017151E+001	  2.548715591E+001	 -9.607212067E+000	 -1.212164185E+003	 -1.926405640E+003	 -1.288651581E+002
    0.7750	  1.039018035E+000	 -1.517103314E-001	  0.000000000E+000	  0.000000000E+000	  9.067500305E+001	  1.950000000E+001	  1.891500000E+003	 -9.536867030E-003	  2.484463388E-003	  0.000000000E+000	  2.798399329E-001	  4.964614868E+002	  9.780369568E+001	 -9.976625443E+000	  1.611568848E+003	  2.888195801E+002	  2.859195068E+003	  1.684185743E+000	  8.895891724E+002	 -5.350037766E+001	  1.036047821E+002	 -9.857598543E-001	  1.932369804E+001	 -9.106987000E+000	  8.445962524E+002	 -1.124649811E+002	 -1.265398941E+002	 -2.684713364E+001	  2.436527061E+001	 -9.104310989E+000	 -1.162778320E+003	 -1.824761475E+003	 -1.265574493E+002
    0.7812	  1.027575731E+000	 -1.495821774E-001	  0.000000000E+000	  0.000000000E+000	  9.140625000E+001	  1.950000000E+001	  1.891500000E+003	 -9.038709104E-003	  2.417439595E-003	  0.000000000E+000	 -2.704565048E+000	  4.906182251E+002	  9.632059479E+001	 -9.471170425E+000	  1.611488159E+003	  2.720375977E+002	  2.813338867E+003	  1.746435523E+000	  8.424851074E+002	 -5.318514252E+001	  1.067568359E+002	 -7.955576181E-001	  1.839691544E+001	 -8.582222939E+000	  7.993251343E+002	 -1.140258179E+002	 -1.239690018E+002	 -2.524220848E+001	  2.318078232E+001	 -8.578846931E+000	 -1.110783325E+003	 -1.720724365E+003	 -1.239846649E+002
    0.7875	  1.015971541E+000	 -1.473978460E-001	  0.000000000E+000	  0.000000000E+000	  9.213750458E+001	  1.950000000E+001	  1.891500000E+003	 -8.530547842E-003	  2.348473063E-003	  0.000000000E+000	 -5.845929623E+000	  4.846914978E+002	  9.477912140E+001	 -8.941082001E+000	  1.611419800E+003	  2.544576263E+002	  2.765885498E+003	  1.810460329E+000	  7.929643555E+002	 -5.274557495E+001	  1.097815323E+002	 -6.182876229E-001	  1.742485809E+001	 -8.037139893E+000	  7.517380371E+002	 -1.154600143E+002	 -1.211419449E+002	 -2.359883690E+001	  2.193927765E+001	 -8.033087730E+000	 -1.056405151E+003	 -1.614461426E+003	 -1.211559296E+002
    0.7938	  1.004195690E+000	 -1.451608539E-001	  0.000000000E+000	  0.000000000E+000	  9.286875153E+001	  1.950000000E+001	  1.891500000E+003	 -8.012983017E-003	  2.277673222E-003	  0.000000000E+000	 -9.125548363E+000	  4.786772461E+002	  9.318576050E+001	 -8.388973236E+000	  1.611364136E+003	  2.361665344E+002	  2.716998291E+003	  1.875479817E+000	  7.412693481E+002	 -5.217391205E+001	  1.126680450E+002	 -4.522947073E-001	  1.641184235E+001	 -7.474221230E+000	  7.020693970E+002	 -1.167613983E+002	 -1.180624084E+002	 -2.192052841E+001	  2.064647865E+001	 -7.469520569E+000	 -9.998756104E+002	 -1.506151733E+003	 -1.180746078E+002
    0.8000	  9.922379851E-001	 -1.428748220E-001	  0.000000000E+000	  0.000000000E+000	  9.360000610E+001	  1.950000000E+001	  1.891500000E+003	 -7.486637216E-003	  2.205154160E-003	  0.000000000E+000	 -1.252313900E+001	  4.725712280E+002	  9.154718018E+001	 -7.817579269E+000	  1.611320801E+003	  2.172571106E+002	  2.666845459E+003	  1.940629244E+000	  6.876632080E+002	 -5.146611786E+001	  1.154038315E+002	 -2.958766818E-001	  1.536268806E+001	 -6.896270752E+000	  6.505733643E+002	 -1.179213715E+002	 -1.147417908E+002	 -2.021106529E+001	  1.930846214E+001	 -6.890954971E+000	 -9.414411621E+002	 -1.395976929E+003	 -1.147522888E+002
    0.8063	  9.800873399E-001	 -1.405434459E-001	  0.000000000E+000	  0.000000000E+000	  9.433125305E+001	  1.950000000E+001	  1.891500000E+003	 -6.952147000E-003	  2.131032990E-003	  0.000000000E+000	 -1.601817894E+001	  4.663687439E+002	  8.987027740E+001	 -7.229767323E+000	  1.611289917E+003	  1.978253632E+002	  2.615599609E+003	  2.005156040E+000	  6.324205322E+002	 -5.061667633E+001	  1.179784546E+002	 -1.472744197E-001	  1.428242111E+001	 -6.304666042E+000	  5.975149536E+002	 -1.189302750E+002	 -1.111910095E+002	 -1.847422791E+001	  1.793155479E+001	 -6.298768997E+000	 -8.813582153E+002	 -1.284123901E+003	 -1.111999130E+002
    0.8125	  9.677323103E-001	 -1.381704658E-001	  0.000000000E+000	  0.000000000E+000	  9.506250000E+001	  1.950000000E+001	  1.891500000E+003	 -6.410163362E-003	  2.055431018E-003	  0.000000000E+000	 -1.958985138E+001	  4.600649719E+002	  8.816210938E+001	 -6.628484249E+000	  1.611270874E+003	  1.779676208E+002	  2.563438721E+003	  2.068186760E+000	  5.758166504E+002	 -4.962132263E+001	  1.203813019E+002	 -4.564712290E-003	  1.317602921E+001	 -5.702706337E+000	  5.431596680E+002	 -1.197841339E+002	 -1.074206161E+002	 -1.671383667E+001	  1.652215958E+001	 -5.696265221E+000	 -8.198864746E+002	 -1.170782349E+003	 -1.074280930E+002
    0.8188	  9.551611543E-001	 -1.357597262E-001	  0.000000000E+000	  0.000000000E+000	  9.579375458E+001	  1.950000000E+001	  1.891500000E+003	 -5.861351267E-003	  1.978470944E-003	  0.000000000E+000	 -2.321606255E+001	  4.536549072E+002	  8.642980194E+001	 -6.016755104E+000	  1.611263794E+003	  1.577864227E+002	  2.510540039E+003	  2.129155159E+000	  5.181406860E+002	 -4.847725296E+001	  1.226018295E+002	  1.340664327E-001	  1.204872036E+001	 -5.092085838E+000	  4.877869263E+002	 -1.204736938E+002	 -1.034422302E+002	 -1.493389511E+001	  1.508700085E+001	 -5.085142612E+000	 -7.572974243E+002	 -1.056146606E+003	 -1.034483109E+002
    0.8250	  9.423619509E-001	 -1.333150566E-001	  0.000000000E+000	  0.000000000E+000	  9.652500153E+001	  1.950000000E+001	  1.891500000E+003	 -5.306383129E-003	  1.900278497E-003	  0.000000000E+000	 -2.687574959E+001	  4.471337585E+002	  8.468064117E+001	 -5.397515774E+000	  1.611268921E+003	  1.373791656E+002	  2.457086426E+003	  2.187210083E+000	  4.596744080E+002	 -4.718045044E+001	  1.246343155E+002	  2.707399428E-001	  1.090567112E+001	 -4.476794720E+000	  4.316682739E+002	 -1.210020447E+002	 -9.926907349E+001	 -1.313817215E+001	  1.363256550E+001	 -4.469391346E+000	 -6.938546143E+002	 -9.404060669E+002	 -9.927395630E+001
    0.8313	  9.293229580E-001	 -1.308403313E-001	  0.000000000E+000	  0.000000000E+000	  9.725625610E+001	  1.950000000E+001	  1.891500000E+003	 -4.745940212E-003	  1.820980222E-003	  0.000000000E+000	 -3.054683495E+001	  4.404963379E+002	  8.292182922E+001	 -4.773914814E+000	  1.611285522E+003	  1.168503494E+002	  2.403258057E+003	  2.241760731E+000	  4.007194214E+002	 -4.572858047E+001	  1.264657440E+002	  4.072463810E-001	  9.752288818E+000	 -3.857421875E+000	  3.750953979E+002	 -1.213556290E+002	 -9.491233063E+001	 -1.133079338E+001	  1.216590595E+001	 -3.849604607E+000	 -6.298426514E+002	 -8.237637939E+002	 -9.491613007E+001
    0.8375	  9.160327315E-001	 -1.283394396E-001	  0.000000000E+000	  0.000000000E+000	  9.798750305E+001	  1.950000000E+001	  1.891500000E+003	 -4.180707503E-003	  1.740703476E-003	  0.000000000E+000	 -3.420766830E+001	  4.337380371E+002	  8.116059113E+001	 -4.149047852E+000	  1.611313354E+003	  9.630005646E+001	  2.349236572E+003	  2.292230368E+000	  3.415617065E+002	 -4.412189102E+001	  1.280924988E+002	  5.456767678E-001	  8.593871117E+000	 -3.237685680E+000	  3.183429871E+002	 -1.215381546E+002	 -9.039113617E+001	 -9.515571594E+000	  1.069352245E+001	 -3.229501486E+000	 -5.655263672E+002	 -7.064093628E+002	 -9.039389801E+001
    0.8438	  9.024802446E-001	 -1.258162856E-001	  0.000000000E+000	  0.000000000E+000	  9.871875763E+001	  1.950000000E+001	  1.891500000E+003	 -3.611373249E-003	  1.659575966E-003	  0.000000000E+000	 -3.783641052E+001	  4.268542480E+002	  7.940406799E+001	 -3.525934458E+000	  1.611351807E+003	  7.583031464E+001	  2.295201904E+003	  2.337866545E+000	  2.824932861E+002	 -4.235851288E+001	  1.295066833E+002	  6.879852414E-001	  7.435680866E+000	 -2.619773388E+000	  2.616932983E+002	 -1.215462189E+002	 -8.571743774E+001	 -7.696432590E+000	  9.222235680E+000	 -2.611270905E+000	 -5.011811523E+002	 -5.885380859E+002	 -8.571944427E+001
    0.8500	  8.886551857E-001	 -1.232747287E-001	  0.000000000E+000	  0.000000000E+000	  9.945000458E+001	  1.950000000E+001	  1.891500000E+003	 -3.038624767E-003	  1.577725285E-003	  0.000000000E+000	 -4.141199493E+001	  4.198408508E+002	  7.765935516E+001	 -2.907546282E+000	  1.611401855E+003	  5.554004669E+001	  2.241329346E+003	  2.378459454E+000	  2.238049469E+002	 -4.043832397E+001	  1.307024231E+002	  8.361194134E-001	  6.282989025E+000	 -2.006076336E+000	  2.054266205E+002	 -1.213787994E+002	 -8.090630341E+001	 -5.877207279E+000	  7.758770943E+000	 -1.997305512E+000	 -4.370799866E+002	 -4.703424988E+002	 -8.090766907E+001
    0.8563	  8.745480776E-001	 -1.207186431E-001	  0.000000000E+000	  0.000000000E+000	  1.001812515E+002	  1.950000000E+001	  1.891500000E+003	 -2.463147510E-003	  1.495277626E-003	  0.000000000E+000	 -4.491444016E+001	  4.126939087E+002	  7.593329620E+001	 -2.296817303E+000	  1.611461548E+003	  3.552519226E+001	  2.187793213E+003	  2.413478136E+000	  1.657715759E+002	 -3.836244965E+001	  1.316763763E+002	  9.920314550E-001	  5.140779018E+000	 -1.399062157E+000	  1.498079987E+002	 -1.210375824E+002	 -7.597279358E+001	 -4.061658382E+000	  6.309522152E+000	 -1.390073895E+000	 -3.734814758E+002	 -3.520119019E+002	 -7.597367859E+001
    0.8625	  8.601503372E-001	 -1.181518435E-001	  0.000000000E+000	  0.000000000E+000	  1.009124985E+002	  1.950000000E+001	  1.891500000E+003	 -1.885622623E-003	  1.412358019E-003	  0.000000000E+000	 -4.832225418E+001	  4.054100342E+002	  7.423259735E+001	 -1.696883440E+000	  1.611531616E+003	  1.588443089E+001	  2.134761719E+003	  2.442484856E+000	  1.086799164E+002	 -3.613340759E+001	  1.324240112E+002	  1.157563567E+000	  4.014372349E+000	 -8.013586402E-001	  9.511320496E+001	 -1.205238037E+002	 -7.093784332E+001	 -2.253431559E+000	  4.880998135E+000	 -7.922042608E-001	 -3.106507874E+002	 -2.337310791E+002	 -7.093838501E+001
    0.8688	  8.454547524E-001	 -1.155781001E-001	  0.000000000E+000	  0.000000000E+000	  1.016437531E+002	  1.950000000E+001	  1.891500000E+003	 -1.306723338E-003	  1.329089282E-003	  0.000000000E+000	 -5.161714554E+001	  3.979866028E+002	  7.256368256E+001	 -1.110264421E+000	  1.611610596E+003	 -3.293053627E+000	  2.082397949E+003	  2.465262890E+000	  5.278890610E+001	 -3.375368500E+001	  1.329428711E+002	  1.334531426E+000	  2.908440828E+000	 -2.147796005E-001	  4.159178162E+001	 -1.198392944E+002	 -6.581607819E+001	 -4.561215937E-001	  3.479241610E+000	 -2.055105567E-001	 -2.488328552E+002	 -1.156829987E+002	 -6.581641388E+001
    0.8750	  8.304553628E-001	 -1.130011305E-001	  0.000000000E+000	  0.000000000E+000	  1.023750000E+002	  1.950000000E+001	  1.891500000E+003	 -7.271145005E-004	  1.245591789E-003	  0.000000000E+000	 -5.477998734E+001	  3.904213562E+002	  7.093275452E+001	 -5.398503542E-001	  1.611698364E+003	 -2.191777229E+001	  2.030858643E+003	  2.481522799E+000	 -1.636890769E+000	 -3.122534561E+001	  1.332324524E+002	  1.524696350E+000	  1.827795506E+000	  3.579696715E-001	 -1.050140667E+001	 -1.189898758E+002	 -6.062372208E+001	  1.326892734E+000	  2.110369921E+000	  3.673020303E-001	 -1.882758636E+002	  1.957050800E+000	 -6.062399292E+001
    0.8813	  8.151476383E-001	 -1.104245782E-001	  0.000000000E+000	  0.000000000E+000	  1.031062546E+002	  1.950000000E+001	  1.891500000E+003	 -1.474491000E-004	  1.161982655E-003	  0.000000000E+000	 -5.779348755E+001	  3.827128296E+002	  6.934570312E+001	  1.192653738E-002	  1.611795044E+003	 -3.990726852E+001	  1.980293335E+003	  2.491265535E+000	 -5.435552597E+001	 -2.855352974E+001	  1.332912445E+002	  1.729637146E+000	  7.769112587E-001	  9.154252410E-001	 -6.093378067E+001	 -1.179769516E+002	 -5.538024902E+001	  3.092265606E+000	  7.799220085E-001	  9.247699976E-001	 -1.292055664E+002	  1.190173264E+002	 -5.538056183E+001
    0.8875	  7.995287180E-001	 -1.078520119E-001	  0.000000000E+000	  0.000000000E+000	  1.038375015E+002	  1.950000000E+001	  1.891500000E+003	  4.316328559E-004	  1.078375848E-003	  0.000000000E+000	 -6.064184189E+001	  3.748603210E+002	  6.780802917E+001	  5.424702168E-001	  1.611899170E+003	 -5.718199921E+001	  1.930843384E+003	  2.494246721E+000	 -1.051378250E+002	 -2.574241447E+001	  1.331191406E+002	  1.950891733E+000	 -2.400883436E-001	  1.455727816E+000	 -1.094845047E+002	 -1.168056107E+002	 -5.009994125E+001	  4.836849689E+000	 -5.067364573E-001	  1.465034842E+000	 -7.183988953E+001	  2.353327332E+002	 -5.010049820E+001
    0.8938	  7.835976481E-001	 -1.052869037E-001	  0.000000000E+000	  0.000000000E+000	  1.045687561E+002	  1.950000000E+001	  1.891500000E+003	  1.009506756E-003	  9.948806837E-004	  0.000000000E+000	 -6.330895615E+001	  3.668640137E+002	  6.632491302E+001	  1.049651384E+000	  1.612011108E+003	 -7.366769409E+001	  1.882641235E+003	  2.490551710E+000	 -1.537589111E+002	 -2.279723167E+001	  1.327200012E+002	  2.189924002E+000	 -1.219044566E+000	  1.976175547E+000	 -1.559376068E+002	 -1.154861984E+002	 -4.480230331E+001	  6.557787418E+000	 -1.744463444E+000	  1.985396028E+000	 -1.638855743E+001	  3.507491150E+002	 -4.480318832E+001
    0.9000	  7.673550844E-001	 -1.027326435E-001	  0.000000000E+000	  0.000000000E+000	  1.053000031E+002	  1.950000000E+001	  1.891500000E+003	  1.585565042E-003	  9.116026922E-004	  0.000000000E+000	 -6.578147125E+001	  3.587249756E+002	  6.490105438E+001	  1.531429172E+000	  1.612129639E+003	 -8.929742432E+001	  1.835810181E+003	  2.480261564E+000	 -2.000245667E+002	 -1.972434044E+001	  1.320944519E+002	  2.447974682E+000	 -2.156396151E+000	  2.475939035E+000	 -2.001063843E+002	 -1.140218430E+002	 -3.950339508E+001	  8.252214432E+000	 -2.928752899E+000	  2.485024929E+000	  3.696428299E+001	  4.651138916E+002	 -3.950470734E+001
    0.9062	  7.508038878E-001	 -1.001924947E-001	  0.000000000E+000	  0.000000000E+000	  1.060312500E+002	  1.950000000E+001	  1.891500000E+003	  2.159218537E-003	  8.286421071E-004	  0.000000000E+000	 -6.804705048E+001	  3.504450073E+002	  6.354079819E+001	  1.985628486E+000	  1.612253662E+003	 -1.040091782E+002	  1.790463379E+003	  2.463473320E+000	 -2.437466583E+002	 -1.653100586E+001	  1.312466736E+002	  2.726201296E+000	 -3.048641205E+000	  2.953221560E+000	 -2.418104706E+002	 -1.124209518E+002	 -3.422246170E+001	  9.917559624E+000	 -4.055304527E+000	  2.962126493E+000	  8.804223633E+001	  5.782863770E+002	 -3.422426987E+001
    0.9125	  7.339488864E-001	 -9.766963869E-002	  0.000000000E+000	  0.000000000E+000	  1.067625046E+002	  1.950000000E+001	  1.891500000E+003	  2.729898784E-003	  7.460943307E-004	  0.000000000E+000	 -7.009442902E+001	  3.420270691E+002	  6.224800110E+001	  2.410887718E+000	  1.612383789E+003	 -1.177478943E+002	  1.746703735E+003	  2.440236568E+000	 -2.847604675E+002	 -1.322283554E+001	  1.301807709E+002	  3.025586367E+000	 -3.892823935E+000	  3.406767607E+000	 -2.808912964E+002	 -1.106918945E+002	 -2.897174644E+001	  1.155146599E+001	 -5.120229721E+000	  3.415447474E+000	  1.366867218E+002	  6.901340942E+002	 -2.897415924E+001
    0.9188	  7.167971134E-001	 -9.516710043E-002	  0.000000000E+000	  0.000000000E+000	  1.074937515E+002	  1.950000000E+001	  1.891500000E+003	  3.297058633E-003	  6.640490610E-004	  0.000000000E+000	 -7.191486359E+001	  3.334750366E+002	  6.102604294E+001	  2.805346012E+000	  1.612517944E+003	 -1.304664154E+002	  1.704622437E+003	  2.410939217E+000	 -3.229237061E+002	 -9.809427261E+000	  1.289024048E+002	  3.347005367E+000	 -4.686212540E+000	  3.835231543E+000	 -3.172130737E+002	 -1.088438187E+002	 -2.377154732E+001	  1.315176201E+001	 -6.120314121E+000	  3.843643188E+000	  1.827645416E+002	  8.005327759E+002	 -2.377466774E+001
    0.9250	  6.993576884E-001	 -9.268780053E-002	  0.000000000E+000	  0.000000000E+000	  1.082250061E+002	  1.950000000E+001	  1.891500000E+003	  3.860173747E-003	  5.825902917E-004	  0.000000000E+000	 -7.349944305E+001	  3.247940063E+002	  5.987783051E+001	  3.167942286E+000	  1.612656738E+003	 -1.421214752E+002	  1.664299316E+003	  2.375860691E+000	 -3.581064453E+002	 -6.297491074E+000	  1.274189835E+002	  3.691152811E+000	 -5.426458836E+000	  4.237317085E+000	 -3.506510315E+002	 -1.068884277E+002	 -1.863469505E+001	  1.471656418E+001	 -7.052488804E+000	  4.245420933E+000	  2.261494293E+002	  9.093698120E+002	 -1.863854408E+001
    0.9313	  6.816421151E-001	 -9.023453295E-002	  0.000000000E+000	  0.000000000E+000	  1.089562531E+002	  1.950000000E+001	  1.891500000E+003	  4.418743774E-003	  5.017961375E-004	  0.000000000E+000	 -7.484420776E+001	  3.159896851E+002	  5.880575562E+001	  3.497561693E+000	  1.612798462E+003	 -1.526838837E+002	  1.625803833E+003	  2.335100412E+000	 -3.902119446E+002	 -2.697100878E+000	  1.257351990E+002	  4.058461666E+000	 -6.111696720E+000	  4.613396645E+000	 -3.811130371E+002	 -1.048288193E+002	 -1.357709312E+001	  1.624399567E+001	 -7.914537430E+000	  4.621154308E+000	  2.667481079E+002	  1.016534424E+003	 -1.358174324E+001
    0.9375	  6.636641026E-001	 -8.780994266E-002	  0.000000000E+000	  0.000000000E+000	  1.096875076E+002	  1.950000000E+001	  1.891500000E+003	  4.972292576E-003	  4.217385140E-004	  0.000000000E+000	 -7.594277954E+001	  3.070691833E+002	  5.781169891E+001	  3.793353081E+000	  1.612943115E+003	 -1.621233521E+002	  1.589190552E+003	  2.289614916E+000	 -4.191492310E+002	  9.829916954E-001	  1.238604660E+002	  4.449361324E+000	 -6.740217209E+000	  4.961292744E+000	 -4.085124207E+002	 -1.026818008E+002	 -8.613703728E+000	  1.773273659E+001	 -8.704344749E+000	  4.968667984E+000	  3.044722290E+002	  1.121936768E+003	 -8.619212151E+000
    0.9438	  6.454395652E-001	 -8.541654795E-002	  0.000000000E+000	  0.000000000E+000	  1.104187546E+002	  1.950000000E+001	  1.891500000E+003	  5.520371255E-003	  3.424829047E-004	  0.000000000E+000	 -7.679367828E+001	  2.980408325E+002	  5.689701080E+001	  4.054535866E+000	  1.613088867E+003	 -1.704242554E+002	  1.554504883E+003	  2.239267111E+000	 -4.448611450E+002	  4.732696056E+000	  1.218030624E+002	  4.863947868E+000	 -7.310854435E+000	  5.281605244E+000	 -4.327953491E+002	 -1.004531860E+002	 -3.759506702E+000	  1.918141556E+001	 -9.420611382E+000	  5.288566113E+000	  3.392653809E+002	  1.225489990E+003	 -3.765832424E+000
    0.9500	  6.269868612E-001	 -8.305671811E-002	  0.000000000E+000	  0.000000000E+000	  1.111500015E+002	  1.950000000E+001	  1.891500000E+003	  6.062555127E-003	  2.640885650E-004	  0.000000000E+000	 -7.739640808E+001	  2.889134521E+002	  5.606259537E+001	  4.281116962E+000	  1.613236450E+003	 -1.775779724E+002	  1.521779785E+003	  2.184652090E+000	 -4.673174133E+002	  8.544257164E+000	  1.195713882E+002	  5.302237511E+000	 -7.823110104E+000	  5.573634624E+000	 -4.539330444E+002	 -9.815595245E+001	  9.796331525E-001	  2.058904648E+001	 -1.006247425E+001	  5.580149651E+000	  3.710897217E+002	  1.327115967E+003	  9.724359512E-001
